NACA,Camber,Thickness,Re,Mach,Alpha,Cl,Cd,Cm
2418,2,18,1000000,0.65,-1,0.004331,0.017456,-0.040646
2418,2,18,1000000,0.65,0,0.105391,0.017851,-0.032792
2418,2,18,1000000,0.65,1,0.204884,0.019136,-0.02565
2418,2,18,1000000,0.65,2,0.29981,0.02154,-0.019054
2418,2,18,1000000,0.65,3,0.380627,0.025934,-0.012984
2418,2,18,1000000,0.65,4,0.430364,0.033328,-0.008053
2418,2,18,1000000,0.65,5,0.456375,0.043202,-0.005453
2418,2,18,1000000,0.65,6,0.4757,0.054849,-0.00537
2418,2,18,1000000,0.65,7,0.496067,0.067725,-0.00737
2418,2,18,1000000,0.65,8,0.518034,0.081403,-0.010633
2418,2,18,1000000,0.65,9,0.543247,0.096668,-0.015322
2418,2,18,1000000,0.65,10,0.568346,0.112777,-0.020661
2418,2,18,1000000,0.65,11,0.595187,0.130482,-0.027062
2418,2,18,1000000,0.65,12,0.620031,0.148657,-0.033518
2418,2,18,1000000,0.65,13,0.645064,0.16806,-0.040516
2418,2,18,1000000,0.65,14,0.670202,0.188681,-0.047971
2418,2,18,1000000,0.65,15,0.69512,0.210359,-0.055709
2418,2,18,1000000,0.65,16,0.719613,0.232895,-0.063544
2418,2,18,1000000,0.65,17,0.743126,0.256092,-0.07131
2418,2,18,1000000,0.65,18,0.766201,0.280025,-0.079079
2418,2,18,1000000,0.65,19,0.788818,0.304633,-0.08681
2418,2,18,1000000,0.65,20,0.810968,0.329848,-0.094481
2418,2,18,1000000,0.7,-20,-0.528741,0.325281,0.021662
2418,2,18,1000000,0.7,-19,-0.489712,0.300999,0.012044
2418,2,18,1000000,0.7,-18,-0.449365,0.277386,0.002484
2418,2,18,1000000,0.7,-17,-0.407915,0.25448,-0.006981
2418,2,18,1000000,0.7,-16,-0.365656,0.232326,-0.016307
2418,2,18,1000000,0.7,-15,-0.322991,0.210949,-0.025454
2418,2,18,1000000,0.7,-14,-0.280351,0.1904,-0.034375
2418,2,18,1000000,0.7,-13,-0.238278,0.170712,-0.043028
2418,2,18,1000000,0.7,-12,-0.197466,0.151915,-0.051364
2418,2,18,1000000,0.7,-11,-0.158937,0.134019,-0.059333
2418,2,18,1000000,0.7,-10,-0.122419,0.11623,-0.067126
2418,2,18,1000000,0.7,-9,-0.093814,0.100957,-0.07371
2418,2,18,1000000,0.7,-8,-0.071918,0.086427,-0.079518
2418,2,18,1000000,0.7,-7,-0.059461,0.072715,-0.084153
2418,2,18,1000000,0.7,-6,-0.063427,0.059217,-0.086868
2418,2,18,1000000,0.7,-5,-0.082766,0.04899,-0.08618
2418,2,18,1000000,0.7,-4,-0.115965,0.039248,-0.079689
2418,2,18,1000000,0.7,-3,-0.140005,0.031393,-0.067387
2418,2,18,1000000,0.7,-2,-0.105609,0.02483,-0.05426
2418,2,18,1000000,0.7,-1,-0.021325,0.021246,-0.042462
2418,2,18,1000000,0.7,0,0.073654,0.022058,-0.031763
2418,2,18,1000000,0.7,1,0.143125,0.026157,-0.022086
2418,2,18,1000000,0.7,2,0.187409,0.03269,-0.014503
2418,2,18,1000000,0.7,3,0.222659,0.041166,-0.009618
2418,2,18,1000000,0.7,4,0.255624,0.05079,-0.007527
2418,2,18,1000000,0.7,5,0.292038,0.061638,-0.007655
2418,2,18,1000000,0.7,6,0.331058,0.073565,-0.009377
2418,2,18,1000000,0.7,7,0.373172,0.086745,-0.012621
2418,2,18,1000000,0.7,8,0.416417,0.101054,-0.016922
2418,2,18,1000000,0.7,9,0.458086,0.116196,-0.021968
2418,2,18,1000000,0.7,10,0.496846,0.132016,-0.027373
2418,2,18,1000000,0.7,11,0.539255,0.149935,-0.034001
2418,2,18,1000000,0.7,12,0.578578,0.168584,-0.040901
2418,2,18,1000000,0.7,13,0.616388,0.18831,-0.048214
2418,2,18,1000000,0.7,14,0.652595,0.209076,-0.055852
2418,2,18,1000000,0.7,15,0.687091,0.230846,-0.063744
2418,2,18,1000000,0.7,16,0.720071,0.253525,-0.07179
2418,2,18,1000000,0.7,17,0.751456,0.277093,-0.079953
2418,2,18,1000000,0.7,18,0.781343,0.301472,-0.088169
2418,2,18,1000000,0.7,19,0.809788,0.326571,-0.096378
2418,2,18,1000000,0.7,20,0.836816,0.352322,-0.104545
2418,2,18,1000000,0.75,-20,-0.569798,0.349081,0.028473
2418,2,18,1000000,0.75,-19,-0.522615,0.322698,0.015536
2418,2,18,1000000,0.75,-18,-0.47271,0.296971,0.002333
2418,2,18,1000000,0.75,-17,-0.420425,0.272039,-0.010933
2418,2,18,1000000,0.75,-16,-0.366259,0.247993,-0.02406
2418,2,18,1000000,0.75,-15,-0.310615,0.224931,-0.036872
2418,2,18,1000000,0.75,-14,-0.254021,0.202945,-0.049184
2418,2,18,1000000,0.75,-13,-0.196982,0.182101,-0.060847
2418,2,18,1000000,0.75,-12,-0.140107,0.162451,-0.071751
2418,2,18,1000000,0.75,-11,-0.083625,0.144065,-0.081989
2418,2,18,1000000,0.75,-10,-0.02789,0.127098,-0.091893
2418,2,18,1000000,0.75,-9,0.024147,0.111989,-0.10123
2418,2,18,1000000,0.75,-8,0.065109,0.099087,-0.107915
2418,2,18,1000000,0.75,-7,0.089324,0.088238,-0.110213
2418,2,18,1000000,0.75,-6,0.09536,0.079516,-0.108169
2418,2,18,1000000,0.75,-5,0.07886,0.071042,-0.100136
2418,2,18,1000000,0.75,-4,-0.019025,0.071399,-0.075446
2418,2,18,1000000,0.75,-3,-0.083562,0.0724,-0.055949
2418,2,18,1000000,0.75,-2,-0.080739,0.062684,-0.046849
2418,2,18,1000000,0.75,-1,-0.118235,0.046976,-0.030939
2418,2,18,1000000,0.75,0,-0.1213,0.043942,-0.01835
2418,2,18,1000000,0.75,1,-0.085138,0.044386,-0.012979
2418,2,18,1000000,0.75,2,-0.025608,0.048888,-0.009733
2418,2,18,1000000,0.75,3,0.03522,0.056242,-0.007062
2418,2,18,1000000,0.75,4,0.096332,0.065847,-0.006045
2418,2,18,1000000,0.75,5,0.157731,0.076929,-0.00722
2418,2,18,1000000,0.75,6,0.219944,0.089329,-0.010248
2418,2,18,1000000,0.75,7,0.281547,0.102951,-0.014632
2418,2,18,1000000,0.75,8,0.342147,0.1178,-0.020099
2418,2,18,1000000,0.75,9,0.401203,0.133855,-0.026442
2418,2,18,1000000,0.75,10,0.458164,0.151111,-0.033517
2418,2,18,1000000,0.75,11,0.512829,0.169539,-0.041184
2418,2,18,1000000,0.75,12,0.56497,0.189128,-0.049343
2418,2,18,1000000,0.75,13,0.614472,0.209834,-0.057888
2418,2,18,1000000,0.75,14,0.661306,0.231602,-0.066711
2418,2,18,1000000,0.75,15,0.70538,0.254392,-0.075738
2418,2,18,1000000,0.75,16,0.746706,0.278142,-0.084882
2418,2,18,1000000,0.75,17,0.785365,0.302764,-0.094058
2418,2,18,1000000,0.75,18,0.821507,0.328195,-0.103207
2418,2,18,1000000,0.75,19,0.855108,0.354371,-0.112282
2418,2,18,1000000,0.75,20,0.886296,0.381199,-0.121228
2418,2,18,1000000,0.8,-20,-0.668247,0.389392,0.054555
2418,2,18,1000000,0.8,-19,-0.617308,0.361065,0.039157
2418,2,18,1000000,0.8,-18,-0.562439,0.333486,0.022922
2418,2,18,1000000,0.8,-17,-0.503404,0.306757,0.005703
2418,2,18,1000000,0.8,-16,-0.440396,0.281109,-0.012442
2418,2,18,1000000,0.8,-15,-0.37407,0.256791,-0.031216
2418,2,18,1000000,0.8,-14,-0.305328,0.234031,-0.050196
2418,2,18,1000000,0.8,-13,-0.235744,0.213073,-0.068741
2418,2,18,1000000,0.8,-12,-0.168202,0.194185,-0.08554
2418,2,18,1000000,0.8,-11,-0.108712,0.17775,-0.0982
2418,2,18,1000000,0.8,-10,-0.062357,0.16378,-0.105057
2418,2,18,1000000,0.8,-9,-0.029527,0.151825,-0.106564
2418,2,18,1000000,0.8,-8,-0.009178,0.141483,-0.103763
2418,2,18,1000000,0.8,-7,1.3e-05,0.132429,-0.097814
2418,2,18,1000000,0.8,-6,-0.002672,0.124482,-0.088932
2418,2,18,1000000,0.8,-5,-0.016524,0.117459,-0.077756
2418,2,18,1000000,0.8,-4,-0.040296,0.111209,-0.06469
2418,2,18,1000000,0.8,-3,-0.072959,0.105558,-0.049866
2418,2,18,1000000,0.8,-2,-0.113126,0.100412,-0.033168
2418,2,18,1000000,0.8,-1,-0.157551,0.095629,-0.014461
2418,2,18,1000000,0.8,0,-0.200387,0.091138,0.005937
2418,2,18,1000000,0.8,1,-0.236445,0.087057,0.027242
2418,2,18,1000000,0.8,2,-0.256348,0.083651,0.046921
2418,2,18,1000000,0.8,3,-0.242061,0.081631,0.057675
2418,2,18,1000000,0.8,4,-0.170056,0.082882,0.048729
2418,2,18,1000000,0.8,5,-0.028649,0.090838,0.017777
2418,2,18,1000000,0.8,6,0.099651,0.103876,-0.001097
2418,2,18,1000000,0.8,7,0.197642,0.119001,-0.009982
2418,2,18,1000000,0.8,8,0.287437,0.135682,-0.019841
2418,2,18,1000000,0.8,9,0.372571,0.153864,-0.030875
2418,2,18,1000000,0.8,10,0.452972,0.173452,-0.042653
2418,2,18,1000000,0.8,11,0.528132,0.194334,-0.054734
2418,2,18,1000000,0.8,12,0.597635,0.216362,-0.066733
2418,2,18,1000000,0.8,13,0.661387,0.23938,-0.078419
2418,2,18,1000000,0.8,14,0.719759,0.263298,-0.089733
2418,2,18,1000000,0.8,15,0.773249,0.288115,-0.100735
2418,2,18,1000000,0.8,16,0.822138,0.313778,-0.111433
2418,2,18,1000000,0.8,17,0.866857,0.340203,-0.121811
2418,2,18,1000000,0.8,18,0.907605,0.36737,-0.131916
2418,2,18,1000000,0.8,19,0.944691,0.395145,-0.141684
2418,2,18,1000000,0.8,20,0.978612,0.423545,-0.151298
2418,2,18,1000000,0.85,-20,-0.884491,0.470754,0.113953
2418,2,18,1000000,0.85,-19,-0.833519,0.438614,0.097352
2418,2,18,1000000,0.85,-18,-0.778832,0.407442,0.079828
2418,2,18,1000000,0.85,-17,-0.721224,0.377605,0.061664
2418,2,18,1000000,0.85,-16,-0.661451,0.349363,0.043118
2418,2,18,1000000,0.85,-15,-0.599616,0.322879,0.024269
2418,2,18,1000000,0.85,-14,-0.536217,0.298335,0.005192
2418,2,18,1000000,0.85,-13,-0.471596,0.275875,-0.013937
2418,2,18,1000000,0.85,-12,-0.406656,0.255712,-0.032874
2418,2,18,1000000,0.85,-11,-0.343766,0.238062,-0.050769
2418,2,18,1000000,0.85,-10,-0.285107,0.222837,-0.066522
2418,2,18,1000000,0.85,-9,-0.232339,0.209619,-0.078886
2418,2,18,1000000,0.85,-8,-0.187907,0.198105,-0.086592
2418,2,18,1000000,0.85,-7,-0.154831,0.18794,-0.088441
2418,2,18,1000000,0.85,-6,-0.134887,0.178861,-0.084163
2418,2,18,1000000,0.85,-5,-0.128156,0.170763,-0.074586
2418,2,18,1000000,0.85,-4,-0.133618,0.163623,-0.060656
2418,2,18,1000000,0.85,-3,-0.148531,0.157262,-0.043181
2418,2,18,1000000,0.85,-2,-0.168285,0.151844,-0.023605
2418,2,18,1000000,0.85,-1,-0.18936,0.147204,-0.002106
2418,2,18,1000000,0.85,0,-0.205408,0.143087,0.020129
2418,2,18,1000000,0.85,1,-0.20875,0.139356,0.040371
2418,2,18,1000000,0.85,2,-0.195644,0.136131,0.056149
2418,2,18,1000000,0.85,3,-0.16007,0.133845,0.063192
2418,2,18,1000000,0.85,4,-0.10243,0.133317,0.060192
2418,2,18,1000000,0.85,5,-0.027329,0.135502,0.049123
2418,2,18,1000000,0.85,6,0.063432,0.14142,0.031355
2418,2,18,1000000,0.85,7,0.171194,0.15232,0.007393
2418,2,18,1000000,0.85,8,0.293952,0.169369,-0.020764
2418,2,18,1000000,0.85,9,0.442542,0.194528,-0.058891
2418,2,18,1000000,0.85,10,0.566519,0.221903,-0.085003
2418,2,18,1000000,0.85,11,0.669996,0.2497,-0.105586
2418,2,18,1000000,0.85,12,0.761154,0.278306,-0.123562
2418,2,18,1000000,0.85,13,0.842054,0.307519,-0.139522
2418,2,18,1000000,0.85,14,0.914069,0.337196,-0.153932
2418,2,18,1000000,0.85,15,0.978019,0.367201,-0.166911
2418,2,18,1000000,0.85,16,1.03432,0.39728,-0.178595
2418,2,18,1000000,0.85,17,1.084407,0.427644,-0.189386
2418,2,18,1000000,0.85,18,1.128238,0.458014,-0.199279
2418,2,18,1000000,0.85,19,1.166289,0.488305,-0.208374
2418,2,18,1000000,0.85,20,1.19991,0.518856,-0.217026
2418,2,18,1000000,0.9,-20,-1.374234,0.67983,0.261477
2418,2,18,1000000,0.9,-19,-1.3226,0.639287,0.246253
2418,2,18,1000000,0.9,-18,-1.26808,0.600099,0.230728
2418,2,18,1000000,0.9,-17,-1.211043,0.562403,0.215048
2418,2,18,1000000,0.9,-16,-1.151564,0.526295,0.199206
2418,2,18,1000000,0.9,-15,-1.089647,0.491869,0.183086
2418,2,18,1000000,0.9,-14,-1.025489,0.459254,0.166718
2418,2,18,1000000,0.9,-13,-0.959267,0.42862,0.150087
2418,2,18,1000000,0.9,-12,-0.89177,0.400176,0.133356
2418,2,18,1000000,0.9,-11,-0.823632,0.37393,0.1168
2418,2,18,1000000,0.9,-10,-0.754973,0.349819,0.100561
2418,2,18,1000000,0.9,-9,-0.68562,0.327782,0.084636
2418,2,18,1000000,0.9,-8,-0.615434,0.307815,0.069006
2418,2,18,1000000,0.9,-7,-0.544417,0.28994,0.053706
2418,2,18,1000000,0.9,-6,-0.472692,0.274192,0.038816
2418,2,18,1000000,0.9,-5,-0.400485,0.260587,0.024469
2418,2,18,1000000,0.9,-4,-0.327992,0.249109,0.010771
2418,2,18,1000000,0.9,-3,-0.255052,0.239737,-0.002432
2418,2,18,1000000,0.9,-2,-0.18066,0.2325,-0.015887
2418,2,18,1000000,0.9,-1,-0.104304,0.227473,-0.029991
2418,2,18,1000000,0.9,0,-0.025853,0.22476,-0.044871
2418,2,18,1000000,0.9,1,0.054508,0.224457,-0.060427
2418,2,18,1000000,0.9,2,0.136692,0.226643,-0.076617
2418,2,18,1000000,0.9,3,0.220711,0.231405,-0.093454
2418,2,18,1000000,0.9,4,0.306496,0.238813,-0.110869
2418,2,18,1000000,0.9,5,0.394073,0.248925,-0.128819
2418,2,18,1000000,0.9,6,0.483822,0.261826,-0.147403
2418,2,18,1000000,0.9,7,0.576772,0.27771,-0.166929
2418,2,18,1000000,0.9,8,0.67329,0.296985,-0.187153
2418,2,18,1000000,0.9,9,0.769896,0.319629,-0.206642
2418,2,18,1000000,0.9,10,0.871967,0.345582,-0.229087
2418,2,18,1000000,0.9,11,0.975044,0.376157,-0.250762
2418,2,18,1000000,0.9,12,1.06474,0.40861,-0.267729
2418,2,18,1000000,0.9,13,1.146056,0.442629,-0.282848
2418,2,18,1000000,0.9,14,1.220582,0.478058,-0.29675
2418,2,18,1000000,0.9,15,1.289131,0.514727,-0.309701
2418,2,18,1000000,0.9,16,1.352273,0.552499,-0.321857
2418,2,18,1000000,0.9,17,1.410503,0.591305,-0.333372
2418,2,18,1000000,0.9,18,1.464114,0.63098,-0.344305
2418,2,18,1000000,0.9,19,1.513408,0.671449,-0.354738
2418,2,18,1000000,0.9,20,1.55854,0.712589,-0.364681
2418,2,18,2000000,0.25,-20,-0.481818,0.260229,0.023749
2418,2,18,2000000,0.25,-19,-0.462283,0.24005,0.0185
2418,2,18,2000000,0.25,-18,-0.444044,0.219836,0.013113
2418,2,18,2000000,0.25,-17,-0.428651,0.199716,0.007591
2418,2,18,2000000,0.25,-16,-0.418064,0.179071,0.001602
2418,2,18,2000000,0.25,-15,-0.416238,0.156861,-0.005532
2418,2,18,2000000,0.25,-14,-0.43163,0.132675,-0.014442
2418,2,18,2000000,0.25,-13,-0.492765,0.101085,-0.029336
2418,2,18,2000000,0.25,-12,-0.646292,0.06003,-0.05465
2418,2,18,2000000,0.25,-11,-0.696932,0.03999,-0.065129
2418,2,18,2000000,0.25,-10,-0.670664,0.030806,-0.066085
2418,2,18,2000000,0.25,-9,-0.616575,0.025028,-0.064324
2418,2,18,2000000,0.25,-8,-0.549061,0.020903,-0.061482
2418,2,18,2000000,0.25,-7,-0.473525,0.017805,-0.058178
2418,2,18,2000000,0.25,-6,-0.393218,0.015436,-0.054589
2418,2,18,2000000,0.25,-5,-0.309378,0.013627,-0.050928
2418,2,18,2000000,0.25,-4,-0.222399,0.012279,-0.047403
2418,2,18,2000000,0.25,-3,-0.133374,0.011332,-0.043983
2418,2,18,2000000,0.25,-2,-0.04295,0.010745,-0.040678
2418,2,18,2000000,0.25,-1,0.048227,0.010498,-0.037467
2418,2,18,2000000,0.25,0,0.139662,0.01058,-0.034348
2418,2,18,2000000,0.25,1,0.231146,0.01099,-0.031381
2418,2,18,2000000,0.25,2,0.321937,0.011746,-0.028513
2418,2,18,2000000,0.25,3,0.41138,0.012874,-0.025732
2418,2,18,2000000,0.25,4,0.498686,0.014417,-0.023021
2418,2,18,2000000,0.25,5,0.582752,0.016444,-0.020352
2418,2,18,2000000,0.25,6,0.662284,0.019053,-0.017728
2418,2,18,2000000,0.25,7,0.735673,0.022392,-0.015195
2418,2,18,2000000,0.25,8,0.800885,0.026686,-0.01288
2418,2,18,2000000,0.25,9,0.855254,0.032256,-0.010981
2418,2,18,2000000,0.25,10,0.89554,0.039555,-0.009797
2418,2,18,2000000,0.25,11,0.919464,0.04913,-0.009873
2418,2,18,2000000,0.25,12,0.928211,0.06138,-0.011763
2418,2,18,2000000,0.25,13,0.925864,0.076288,-0.015583
2418,2,18,2000000,0.25,14,0.916948,0.093545,-0.021012
2418,2,18,2000000,0.25,15,0.903658,0.113022,-0.027712
2418,2,18,2000000,0.25,16,0.887025,0.134733,-0.035423
2418,2,18,2000000,0.25,17,0.867906,0.158706,-0.043891
2418,2,18,2000000,0.25,18,0.847971,0.18472,-0.052759
2418,2,18,2000000,0.25,19,0.82935,0.2123,-0.061618
2418,2,18,2000000,0.25,20,0.814232,0.240806,-0.070132
2418,2,18,2000000,0.35,-20,-0.48117,0.265029,0.02236
2418,2,18,2000000,0.35,-19,-0.459906,0.244582,0.016859
2418,2,18,2000000,0.35,-18,-0.439849,0.224337,0.011308
2418,2,18,2000000,0.35,-17,-0.421944,0.204097,0.005588
2418,2,18,2000000,0.35,-16,-0.407413,0.183581,-0.000516
2418,2,18,2000000,0.35,-15,-0.39951,0.162293,-0.007362
2418,2,18,2000000,0.35,-14,-0.403827,0.139207,-0.015783
2418,2,18,2000000,0.35,-13,-0.433012,0.113104,-0.02716
2418,2,18,2000000,0.35,-12,-0.516939,0.080803,-0.045054
2418,2,18,2000000,0.35,-11,-0.634103,0.049582,-0.064916
2418,2,18,2000000,0.35,-10,-0.647883,0.035338,-0.070239
2418,2,18,2000000,0.35,-9,-0.609401,0.027768,-0.06926
2418,2,18,2000000,0.35,-8,-0.548871,0.022786,-0.066223
2418,2,18,2000000,0.35,-7,-0.476985,0.019208,-0.062321
2418,2,18,2000000,0.35,-6,-0.398288,0.016542,-0.058071
2418,2,18,2000000,0.35,-5,-0.314987,0.014541,-0.053741
2418,2,18,2000000,0.35,-4,-0.228313,0.013068,-0.049487
2418,2,18,2000000,0.35,-3,-0.139036,0.012043,-0.045407
2418,2,18,2000000,0.35,-2,-0.048097,0.011414,-0.041488
2418,2,18,2000000,0.35,-1,0.043987,0.011159,-0.037755
2418,2,18,2000000,0.35,0,0.136301,0.011264,-0.034134
2418,2,18,2000000,0.35,1,0.228436,0.011733,-0.030657
2418,2,18,2000000,0.35,2,0.319879,0.012587,-0.027339
2418,2,18,2000000,0.35,3,0.409757,0.013863,-0.024147
2418,2,18,2000000,0.35,4,0.496921,0.01562,-0.021035
2418,2,18,2000000,0.35,5,0.580011,0.017951,-0.017986
2418,2,18,2000000,0.35,6,0.657366,0.020992,-0.015029
2418,2,18,2000000,0.35,7,0.726919,0.024952,-0.012271
2418,2,18,2000000,0.35,8,0.786056,0.030133,-0.009913
2418,2,18,2000000,0.35,9,0.831626,0.036953,-0.008253
2418,2,18,2000000,0.35,10,0.861371,0.045901,-0.007783
2418,2,18,2000000,0.35,11,0.876201,0.057346,-0.009081
2418,2,18,2000000,0.35,12,0.880172,0.071274,-0.012284
2418,2,18,2000000,0.35,13,0.877865,0.087396,-0.017129
2418,2,18,2000000,0.35,14,0.87147,0.105534,-0.023251
2418,2,18,2000000,0.35,15,0.861949,0.125676,-0.030399
2418,2,18,2000000,0.35,16,0.849904,0.147858,-0.038355
2418,2,18,2000000,0.35,17,0.836381,0.172008,-0.046862
2418,2,18,2000000,0.35,18,0.822988,0.19785,-0.055589
2418,2,18,2000000,0.35,19,0.811536,0.224913,-0.064194
2418,2,18,2000000,0.35,20,0.803492,0.252605,-0.072389
2418,2,18,2000000,0.45,-20,-0.482936,0.273642,0.021011
2418,2,18,2000000,0.45,-19,-0.458885,0.252758,0.01511
2418,2,18,2000000,0.45,-18,-0.435491,0.232175,0.009196
2418,2,18,2000000,0.45,-17,-0.41348,0.211844,0.003204
2418,2,18,2000000,0.45,-16,-0.393792,0.191505,-0.003022
2418,2,18,2000000,0.45,-15,-0.378055,0.170889,-0.009716
2418,2,18,2000000,0.45,-14,-0.369547,0.149837,-0.017147
2418,2,18,2000000,0.45,-13,-0.373142,0.127742,-0.025953
2418,2,18,2000000,0.45,-12,-0.40113,0.10271,-0.037905
2418,2,18,2000000,0.45,-11,-0.477411,0.073535,-0.055229
2418,2,18,2000000,0.45,-10,-0.570836,0.047533,-0.071771
2418,2,18,2000000,0.45,-9,-0.583413,0.033904,-0.075956
2418,2,18,2000000,0.45,-8,-0.543508,0.026543,-0.073542
2418,2,18,2000000,0.45,-7,-0.480365,0.021802,-0.068997
2418,2,18,2000000,0.45,-6,-0.405786,0.018486,-0.063657
2418,2,18,2000000,0.45,-5,-0.323887,0.016086,-0.058225
2418,2,18,2000000,0.45,-4,-0.23777,0.014365,-0.052807
2418,2,18,2000000,0.45,-3,-0.148273,0.013186,-0.04764
2418,2,18,2000000,0.45,-2,-0.056434,0.012475,-0.042762
2418,2,18,2000000,0.45,-1,0.03698,0.012199,-0.038186
2418,2,18,2000000,0.45,0,0.131004,0.012342,-0.033858
2418,2,18,2000000,0.45,1,0.224338,0.012911,-0.029644
2418,2,18,2000000,0.45,2,0.317016,0.01394,-0.02571
2418,2,18,2000000,0.45,3,0.407503,0.015487,-0.021936
2418,2,18,2000000,0.45,4,0.494231,0.017641,-0.018279
2418,2,18,2000000,0.45,5,0.575297,0.020547,-0.014749
2418,2,18,2000000,0.45,6,0.648386,0.02442,-0.011452
2418,2,18,2000000,0.45,7,0.710567,0.029579,-0.008609
2418,2,18,2000000,0.45,8,0.758706,0.036438,-0.006572
2418,2,18,2000000,0.45,9,0.790931,0.045435,-0.00585
2418,2,18,2000000,0.45,10,0.809155,0.056815,-0.006973
2418,2,18,2000000,0.45,11,0.818063,0.070445,-0.009979
2418,2,18,2000000,0.45,12,0.821704,0.086074,-0.014593
2418,2,18,2000000,0.45,13,0.821801,0.103569,-0.020474
2418,2,18,2000000,0.45,14,0.819005,0.122912,-0.02737
2418,2,18,2000000,0.45,15,0.813954,0.1441,-0.035063
2418,2,18,2000000,0.45,16,0.80752,0.167046,-0.043304
2418,2,18,2000000,0.45,17,0.800954,0.191521,-0.051802
2418,2,18,2000000,0.45,18,0.795659,0.21718,-0.060275
2418,2,18,2000000,0.45,19,0.793045,0.243602,-0.0685
2418,2,18,2000000,0.45,20,0.793896,0.270411,-0.07636
2418,2,18,2000000,0.55,-20,-0.489562,0.287011,0.019832
2418,2,18,2000000,0.55,-19,-0.461526,0.265407,0.013228
2418,2,18,2000000,0.55,-18,-0.433561,0.244264,0.006657
2418,2,18,2000000,0.55,-17,-0.406034,0.22349,7.3e-05
2418,2,18,2000000,0.55,-16,-0.379619,0.203043,-0.00657
2418,2,18,2000000,0.55,-15,-0.355366,0.182894,-0.013356
2418,2,18,2000000,0.55,-14,-0.334584,0.16292,-0.020446
2418,2,18,2000000,0.55,-13,-0.319297,0.142732,-0.028182
2418,2,18,2000000,0.55,-12,-0.313258,0.122023,-0.036992
2418,2,18,2000000,0.55,-11,-0.322586,0.100785,-0.047336
2418,2,18,2000000,0.55,-10,-0.352159,0.079778,-0.059091
2418,2,18,2000000,0.55,-9,-0.407267,0.058022,-0.07312
2418,2,18,2000000,0.55,-8,-0.457081,0.040379,-0.082537
2418,2,18,2000000,0.55,-7,-0.459776,0.028911,-0.081004
2418,2,18,2000000,0.55,-6,-0.410042,0.022543,-0.073926
2418,2,18,2000000,0.55,-5,-0.336099,0.018913,-0.066106
2418,2,18,2000000,0.55,-4,-0.252282,0.016581,-0.058533
2418,2,18,2000000,0.55,-3,-0.16346,0.015067,-0.051344
2418,2,18,2000000,0.55,-2,-0.070739,0.014184,-0.044768
2418,2,18,2000000,0.55,-1,0.02433,0.013862,-0.038744
2418,2,18,2000000,0.55,0,0.120441,0.014078,-0.033192
2418,2,18,2000000,0.55,1,0.215861,0.014848,-0.027942
2418,2,18,2000000,0.55,2,0.309768,0.016232,-0.023046
2418,2,18,2000000,0.55,3,0.400039,0.01834,-0.018407
2418,2,18,2000000,0.55,4,0.484119,0.021344,-0.014003
2418,2,18,2000000,0.55,5,0.559023,0.025513,-0.009978
2418,2,18,2000000,0.55,6,0.621121,0.03122,-0.006618
2418,2,18,2000000,0.55,7,0.667487,0.038879,-0.004397
2418,2,18,2000000,0.55,8,0.698418,0.048763,-0.003862
2418,2,18,2000000,0.55,9,0.718517,0.060812,-0.00531
2418,2,18,2000000,0.55,10,0.732226,0.074812,-0.008562
2418,2,18,2000000,0.55,11,0.742049,0.090612,-0.013324
2418,2,18,2000000,0.55,12,0.748635,0.108167,-0.019322
2418,2,18,2000000,0.55,13,0.752623,0.127448,-0.02633
2418,2,18,2000000,0.55,14,0.754992,0.148394,-0.034128
2418,2,18,2000000,0.55,15,0.757042,0.170803,-0.04241
2418,2,18,2000000,0.55,16,0.759956,0.194388,-0.050862
2418,2,18,2000000,0.55,17,0.764546,0.218813,-0.059209
2418,2,18,2000000,0.55,18,0.771256,0.243832,-0.067307
2418,2,18,2000000,0.55,19,0.780253,0.269279,-0.075134
2418,2,18,2000000,0.55,20,0.791129,0.295028,-0.082658
2418,2,18,2000000,0.65,-20,-0.508011,0.308639,0.019769
2418,2,18,2000000,0.65,-19,-0.473437,0.285497,0.011629
2418,2,18,2000000,0.65,-18,-0.438318,0.263033,0.003613
2418,2,18,2000000,0.65,-17,-0.402889,0.241264,-0.004281
2418,2,18,2000000,0.65,-16,-0.367301,0.220119,-0.012094
2418,2,18,2000000,0.65,-15,-0.332029,0.199593,-0.019838
2418,2,18,2000000,0.65,-14,-0.297619,0.179695,-0.027533
2418,2,18,2000000,0.65,-13,-0.264749,0.160421,-0.035216
2418,2,18,2000000,0.65,-12,-0.234409,0.141756,-0.042931
2418,2,18,2000000,0.65,-11,-0.208294,0.123915,-0.050594
2418,2,18,2000000,0.65,-10,-0.187956,0.106953,-0.058155
2418,2,18,2000000,0.65,-9,-0.174647,0.089761,-0.066155
2418,2,18,2000000,0.65,-8,-0.171958,0.075526,-0.072747
2418,2,18,2000000,0.65,-7,-0.184819,0.059619,-0.079848
2418,2,18,2000000,0.65,-6,-0.211929,0.045676,-0.084289
2418,2,18,2000000,0.65,-5,-0.242285,0.034342,-0.08218
2418,2,18,2000000,0.65,-4,-0.24116,0.025527,-0.072327
2418,2,18,2000000,0.65,-3,-0.186875,0.019827,-0.059866
2418,2,18,2000000,0.65,-2,-0.099281,0.017531,-0.048775
2418,2,18,2000000,0.65,-1,-0.002524,0.016967,-0.039638
2418,2,18,2000000,0.65,0,0.096023,0.017361,-0.031717
